function_type,name,return_type,param_names,param_types,description
scalar,json_extract_path,json,"col0,col1","json,varchar",Extracts a JSON value from a JSON object using a path
scalar,json_merge_patch,json,,,Merges two JSON objects
scalar,json_valid,boolean,col0,varchar,Checks if a JSON string is valid
scalar,to_minutes,interval,integer,bigint,Construct a minute interval
scalar,timezone,bigint,ts,timestamp with time zone,Extract the timezone component from a date or timestamp
scalar,subtract,decimal,"col0,col1","decimal,decimal",Subtracts the second decimal value from the first
scalar,list_negative_dot_product,double,"list1,list2","array,array",Compute the negative inner product between two lists
scalar,make_timestamptz,timestamp with time zone,col0,bigint,Creates a timestamp with time zone from a bigint
scalar,map_extract_value,same_as_input,"map,key","any,any",Returns the value for a given key or NULL if the key is not contained in the map. The type of the key provided in the second parameter must match the type of the map’s keys else an error is returned
scalar,md5_number,hugeint,value,varchar,Returns the MD5 hash of the value as an INT128
scalar,microsecond,bigint,ts,time with time zone,Extract the microsecond component from a date or timestamp
scalar,millennium,bigint,ts,date,Extract the millennium component from a date or timestamp
scalar,millennium,bigint,ts,interval,Extract the millennium component from a date or timestamp
scalar,millisecond,bigint,ts,time,Extract the millisecond component from a date or timestamp
scalar,millisecond,bigint,ts,timestamp with time zone,Extract the millisecond component from a date or timestamp
scalar,mod,decimal,"col0,col1","decimal,decimal",Returns the remainder of dividing two decimal values
scalar,multiply,tinyint,"col0,col1","tinyint,tinyint",
scalar,multiply,smallint,"col0,col1","smallint,smallint",
scalar,parse_filename,varchar,"string,trim_extension","varchar,boolean","Returns the last component of the path similarly to Python's os.path.basename. If trim_extension is true, the file extension will be removed (it defaults to false). separator options: system, both_slash (default), forward_slash, backslash"
scalar,regexp_extract,varchar,"string,pattern[,group = 0][,options]","varchar,varchar,array,varchar","If string contains the regexp pattern, returns the capturing group specified by optional parameter group. The group must be a constant value. If no group is given, it defaults to 0. A set of optional options can be set."
scalar,regexp_full_match,boolean,"string,regex[,options]","varchar,varchar,varchar",Returns true if the entire string matches the regex. A set of optional options can be set.
scalar,sign,tinyint,x,integer,"Returns the sign of x as -1, 0 or 1"
scalar,sign,tinyint,x,hugeint,"Returns the sign of x as -1, 0 or 1"
scalar,second,bigint,ts,date,Extracts the second component from a date or timestamp
scalar,second,bigint,ts,timestamp,Extracts the second component from a date or timestamp
aggregate,quantile_cont,hugeint,"x,pos","hugeint,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile_cont,timestamp with time zone,"x,pos","timestamp with time zone,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,quantile,same_as_input,"x,pos","any,double","Returns the exact quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding exact quantiles."
aggregate,min_by,integer,"arg,val","integer,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,blob,"arg,val","blob,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,bigint,"arg,val","bigint,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp,"arg,val","timestamp,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp,"arg,val","timestamp,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp with time zone,"arg,val","timestamp with time zone,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,decimal,"arg,val","decimal,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,same_as_input,"arg,val","any,any",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,mad,interval,x,time,Returns the median absolute deviation for the values within x. NULL values are ignored. Temporal types return a positive INTERVAL.	
aggregate,sum_no_overflow,decimal,arg,decimal,Internal only. Calculates the sum value for all tuples in arg without overflow checks.
aggregate,reservoir_quantile,array,"x,quantile,sample_size","decimal,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile","hugeint,array","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile,sample_size","hugeint,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile,sample_size","double,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,approx_quantile,decimal,"x,pos","decimal,float",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,double,"x,pos","double,float",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,timestamp,"x,pos","timestamp,float",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,array<time with time zone>,"x,pos","time with time zone,array",Computes the approximate quantile using T-Digest.
aggregate,approx_quantile,array,"x,pos","timestamp,array",Computes the approximate quantile using T-Digest.
aggregate,argmax,bigint,"arg,val","bigint,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,double,"arg,val","double,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,varchar,"arg,val","varchar,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,varchar,"arg,val","varchar,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,timestamp with time zone,"arg,val","timestamp with time zone,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,bigint,"arg,val","bigint,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,double,"arg,val","double,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,varchar,"arg,val","varchar,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,date,"arg,val","date,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp with time zone,"arg,val","timestamp with time zone,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,same_as_input,"arg,val","any,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp,"arg,val","timestamp,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp,"arg,val","timestamp,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,timestamp with time zone,"arg,val","timestamp with time zone,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,any",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,double,"arg,val","double,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,double,"arg,val","double,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,double,"arg,val","double,date",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,varchar,"arg,val","varchar,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,date,"arg,val","date,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp,"arg,val","timestamp,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,blob,"arg,val","blob,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,decimal,"arg,val","decimal,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,varchar",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp with time zone,"arg,val","timestamp with time zone,date",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,decimal,"arg,val","decimal,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,any",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,arg,integer,Returns a bitstring with bits set for each distinct value.
scalar,add,tinyint,col0,tinyint,Adds two tinyint values
scalar,add,ubigint,col0,ubigint,Adds two ubigint values
scalar,array_inner_product,float,"array1,array2","array<float>,array<float>",Compute the inner product between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,xor,bit,"left,right","bit,bit",Bitwise XOR
scalar,can_cast_implicitly,boolean,"source_type,target_type","any,any",Whether or not we can implicitly cast from the source type to the other type
scalar,enum_code,same_as_input,enum,any,Returns the numeric value backing the given enum value
scalar,enum_last,varchar,enum,any,Returns the last value of the input enum type
scalar,epoch,double,temporal,interval,Extract the epoch component from a temporal type
scalar,from_base64,blob,string,varchar,Convert a base64 encoded string to a character string
scalar,ucase,varchar,string,varchar,Convert string to upper case.
scalar,try_strptime,timestamp,"text,format","varchar,varchar",Converts the string text to timestamp according to the format string. Returns NULL on failure.
scalar,hex,varchar,value,uhugeint,Converts the value to hexadecimal representation
scalar,hour,bigint,ts,timestamp with time zone,Extract the hour component from a date or timestamp
scalar,icu_collate_dsb,varchar,col0,varchar,
scalar,icu_collate_sr_me,varchar,col0,varchar,
scalar,isinf,boolean,x,float,"Returns true if the floating point value is infinite, false otherwise"
scalar,isinf,boolean,x,timestamp,"Returns true if the floating point value is infinite, false otherwise"
scalar,isoyear,bigint,ts,timestamp with time zone,Extract the isoyear component from a date or timestamp
scalar,json_array_length,ubigint,"col0,col1","varchar,varchar",
scalar,json_extract_path_text,varchar,"col0,col1","varchar,varchar",
scalar,json_keys,array,"col0,col1","varchar,array",
scalar,json_serialize_sql,json,"col0,col1,col2","varchar,boolean,boolean",
scalar,json_type,varchar,col0,json,
scalar,json_type,varchar,"col0,col1","json,varchar",
scalar,json_type,array,"col0,col1","json,array",
scalar,julian,double,ts,date,Extract the Julian Day number from a date or timestamp
scalar,to_quarters,interval,integer,integer,Construct a quarter interval
scalar,left_grapheme,varchar,"string,count","varchar,bigint",Extract the left-most count grapheme clusters
scalar,to_base64,varchar,blob,blob,Convert a blob to a base64 encoded string
scalar,time_bucket,timestamp,"bucket_width,timestamp,origin","interval,timestamp,interval","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,time_bucket,timestamp with time zone,"bucket_width,timestamp,origin","interval,timestamp with time zone,varchar","Truncate TIMESTAMPTZ by the specified interval bucket_width. Buckets are aligned relative to origin TIMESTAMPTZ. The origin defaults to 2000-01-03 00:00:00+00 for buckets that do not include a month or year interval, and to 2000-01-01 00:00:00+00 for month and year buckets"
scalar,timezone_minute,bigint,ts,timestamp,Extract the timezone_minute component from a date or timestamp
scalar,timetz_byte_comparable,ubigint,time_tz,time with time zone,Converts a TIME WITH TIME ZONE to an integer sort key
scalar,subtract,uinteger,"col0,col1","uinteger,uinteger",
scalar,substring_grapheme,varchar,"string,start,length","varchar,bigint,bigint",Extract substring of length grapheme clusters starting from character start. Note that a start value of 1 refers to the first character of the string.
scalar,make_timestamp,timestamp,year,bigint,The timestamp for the given parts
scalar,millisecond,bigint,ts,date,Extract the millisecond component from a date or timestamp
scalar,millisecond,bigint,ts,time with time zone,Extract the millisecond component from a date or timestamp
scalar,multiply,uhugeint,"col0,col1","uhugeint,uhugeint",
scalar,nextval,bigint,'sequence_name',varchar,Return the following value of the sequence.
scalar,nfc_normalize,varchar,string,varchar,Convert string to Unicode NFC normalized string. Useful for comparisons and ordering if text data is mixed between NFC normalized and not.
scalar,regexp_extract,varchar,"string,pattern[,group = 0][,options]","varchar,varchar,integer,varchar","If string contains the regexp pattern, returns the capturing group specified by optional parameter group. The group must be a constant value. If no group is given, it defaults to 0. A set of optional options can be set."
scalar,regexp_extract_all,array,"string, regex[","varchar,varchar",Split the string along the regex and extract all occurrences of group. A set of optional options can be set.
scalar,regexp_matches,boolean,"string,pattern[,options]","varchar,varchar,varchar","Returns true if string contains the regexp pattern, false otherwise. A set of optional options can be set."
scalar,regexp_split_to_array,array,"string,separator","varchar,varchar",Splits the string along the regex
scalar,signbit,boolean,x,double,Returns whether the signbit is set or not
scalar,sign,tinyint,x,float,"Returns the sign of x as -1, 0 or 1"
scalar,second,bigint,ts,timestamp with time zone,Extract the second component from a date or timestamp
scalar,isfinite,boolean,x,float,"Returns true if the floating point value is finite, false otherwise"
aggregate,quantile_disc,same_as_input,x,any,"Returns the exact quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding exact quantiles."
aggregate,quantile_cont,decimal,"x,pos","decimal,array","Returns the interpolated quantile number between 0 and 1 . If pos is a LIST of FLOATs, then the result is a LIST of the corresponding interpolated quantiles.	"
aggregate,min_by,date,"arg,val","date,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,same_as_input,"arg,val","any,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,bigint,"arg,val","bigint,timestamp with time zone",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,varchar,"arg,val","varchar,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,varchar,"arg,val","varchar,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,sum_no_overflow,hugeint,arg,integer,Internal only. Calculates the sum value for all tuples in arg without overflow checks.
aggregate,reservoir_quantile,smallint,"x,quantile,sample_size","smallint,double,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile","integer,array","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,bigint,"x,quantile","bigint,double","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,reservoir_quantile,array,"x,quantile,sample_size","float,array,integer","Gives the approximate quantile using reservoir sampling, the sample size is optional and uses 8192 as a default size."
aggregate,approx_quantile,array,"x,pos","tinyint,array",Computes the approximate quantile using T-Digest.
aggregate,argmax,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,blob,"arg,val","blob,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,hugeint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,decimal,"arg,val","decimal,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,same_as_input,"arg,val","any,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,integer,"arg,val","integer,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,bigint,"arg,val","bigint,hugeint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,argmin,timestamp,"arg,val","timestamp,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,integer,"arg,val","integer,double",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,bigint,"arg,val","bigint,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,varchar,"arg,val","varchar,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,blob,"arg,val","blob,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max,same_as_input,"arg,val","any,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_max_null,integer,"arg,val","integer,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp,"arg,val","timestamp,timestamp with time zone",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,timestamp with time zone,"arg,val","timestamp with time zone,varchar",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,blob,"arg,val","blob,bigint",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_max_null,same_as_input,"arg,val","any,timestamp",Finds the row with the maximum val. Calculates the arg expression at that row.
aggregate,arg_min,bigint,"arg,val","bigint,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,varchar",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min,timestamp with time zone,"arg,val","timestamp with time zone,timestamp with time zone",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,arg_min_null,date,"arg,val","date,bigint",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,integer",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,date",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,timestamp with time zone",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,timestamp,"arg,val","timestamp,blob",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,arg_min_null,same_as_input,"arg,val","any,double",Finds the row with the minimum val. Calculates the arg expression at that row.
aggregate,bitstring_agg,bit,arg,integer,Returns a bitstring with bits set for each distinct value.
aggregate,bitstring_agg,bit,"arg,col1,col2","utinyint,utinyint,utinyint",Returns a bitstring with bits set for each distinct value.
scalar,add,hugeint,"col0,col1","hugeint,hugeint",
scalar,add,double,"col0,col1","double,double",
scalar,add,utinyint,"col0,col1","utinyint,utinyint",
scalar,add,uhugeint,col0,uhugeint,
scalar,add,timestamp with time zone,"col0,col1","time with time zone,date",
scalar,age,interval,timestamp,timestamp,"Subtract arguments, resulting in the time difference between the two timestamps"
scalar,alias,varchar,expr,any,Returns the name of a given expression
scalar,array_aggregate,same_as_input_first_array_element,"list,name","array,varchar",Executes the aggregate function name on the elements of list
scalar,array_negative_dot_product,double,"array1,array2","array<double>,array<double>",Compute the negative inner product between two arrays of the same size. The array elements can not be NULL. The arrays can have any size as long as the size is the same for both arguments.
scalar,array_to_json,json,,,
scalar,bin,varchar,value,varint,Converts the value to binary representation
scalar,bitstring,bit,"bitstring,length","bit,integer",Pads the bitstring until the specified length
scalar,bit_count,tinyint,x,tinyint,Returns the number of bits that are set
scalar,week,bigint,ts,interval,Extract the week component from a date or timestamp
scalar,century,bigint,ts,timestamp,Extract the century component from a date or timestamp
scalar,datesub,bigint,"part,startdate,enddate","varchar,timestamp with time zone,timestamp with time zone",The number of complete partitions between the timestamps
scalar,date_sub,bigint,"part,startdate,enddate","varchar,timestamp,timestamp",The number of complete partitions between the timestamps
scalar,divide,tinyint,"col0,col1","tinyint,tinyint",
scalar,divide,double,"col0,col1","double,double",
scalar,epoch_ns,bigint,temporal,time with time zone,Extract the epoch component in nanoseconds from a temporal type
scalar,epoch_us,bigint,temporal,interval,Extract the epoch component in microseconds from a temporal type
scalar,epoch_us,bigint,temporal,time,Extract the epoch component in microseconds from a temporal type
scalar,error,null,message,varchar,Throws the given error message
scalar,format_bytes,varchar,bytes,bigint,Converts bytes to a human-readable presentation (e.g. 16000 -> 15.6 KiB)
scalar,hash,ubigint,param,any,Returns an integer with the hash of the value. Note that this is not a cryptographic hash
scalar,hex,varchar,value,varint,Converts the value to hexadecimal representation
scalar,hour,bigint,ts,time with time zone,Extract the hour component from a date or timestamp
scalar,icu_collate_fr_ca,varchar,col0,varchar,
scalar,icu_collate_gu,varchar,col0,varchar,
scalar,icu_collate_hi,varchar,col0,varchar,
scalar,icu_collate_hsb,varchar,col0,varchar,
scalar,icu_collate_it,varchar,col0,varchar,
scalar,icu_collate_vi,varchar,col0,varchar,
scalar,json_contains,boolean,"col0,col1","varchar,json",
scalar,json_exists,array,"col0,col1","varchar,array",
scalar,json_serialize_sql,json,"col0,col1,col2,col3","varchar,boolean,boolean,boolean",
scalar,last_day,date,ts,timestamp,Returns the last day of the month
scalar,least_common_multiple,hugeint,"x,y","hugeint,hugeint",Computes the least common multiple of x and y
scalar,list_inner_product,float,"list1,list2","array,array",Compute the inner product between two lists
scalar,timezone,time with time zone,"ts,col1","interval,time with time zone",Extract the timezone component from a date or timestamp
scalar,subtract,utinyint,"col0,col1","utinyint,utinyint",
scalar,make_timestamptz,timestamp with time zone,"col0,col1,col2,col3,col4,col5,col6","bigint,bigint,bigint,bigint,bigint,double,varchar",
scalar,millisecond,bigint,ts,timestamp,Extract the millisecond component from a date or timestamp
scalar,strftime,varchar,"data,format","varchar,timestamp",Converts a date to a string according to the format string.
scalar,mod,float,"col0,col1","float,float",
scalar,multiply,double,"col0,col1","double,double",
scalar,parse_filename,varchar,string,varchar,"Returns the last component of the path similarly to Python's os.path.basename. If trim_extension is true, the file extension will be removed (it defaults to false). separator options: system, both_slash (default), forward_slash, backslash"
scalar,regexp_extract,varchar,"string,pattern[,group = 0][","varchar,varchar,integer","If string contains the regexp pattern, returns the capturing group specified by optional parameter group. The group must be a constant value. If no group is given, it defaults to 0. A set of optional options can be set."
scalar,regexp_extract_all,array,"string, regex[, group = 0][, options]","varchar,varchar,integer,varchar",Split the string along the regex and extract all occurrences of group. A set of optional options can be set.
scalar,sign,tinyint,x,utinyint,"Returns the sign of x as -1, 0 or 1"
scalar,right_grapheme,varchar,"string,count","varchar,bigint",Extract the right-most count grapheme clusters
scalar,row_to_json,json,,,
aggregate,min_by,integer,"arg,val","integer,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,double,"arg,val","double,integer",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,double,"arg,val","double,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,varchar,"arg,val","varchar,bigint",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,varchar,"arg,val","varchar,timestamp",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,timestamp with time zone,"arg,val","timestamp with time zone,double",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,min_by,decimal,"arg,val","decimal,blob",Finds the row with the minimum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,bigint,"arg,val","bigint,date",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,timestamp with time zone,"arg,val","timestamp with time zone,timestamp",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,max_by,blob,"arg,val","blob,bigint",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,last,decimal,arg,decimal,Returns the last value of a column. This function is affected by ordering.
aggregate,kurtosis_pop,double,x,double,"Returns the excess kurtosis (Fisher’s definition) of all input values, without bias correction"
aggregate,approx_quantile,time with time zone,"x,pos","time with time zone,float",Computes the approximate quantile using T-Digest.
aggregate,argmax,integer,"arg,val","integer,integer",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,integer,"arg,val","integer,varchar",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
aggregate,argmax,integer,"arg,val","integer,blob",Finds the row with the maximum val. Calculates the non-NULL arg expression at that row.
